Channel,Image,WorkerID,Country,TotalTimeSeconds,name1,name1corrected,name1family,name1classification,name2,name2corrected,name2family,name2classification,name3,name3corrected,name3family,name3classification,nrAnnotations,nrFlowerAnnotations,ConfidenceSingle,Confidence1,Confidence2,Confidence3,AverageConfidence,ComCl,ComClD,Comment,ImageClicked,TagTiming,Dimension amount,Dimension prominence,Dimension,name1botanical,name2botanical,name3botanical,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1984-220,19933425,GBR,162,lillies,lily,liliaceae,1,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":5479,""tag"":""Lillies"",""startTime"":1377080160149}]}",multiple,non-prominent,d4,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-4315,19933425,GBR,31,rose,rose,rosaceae,1,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":2767,""tag"":""Rose"",""startTime"":1377081129123}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1883-A-7298,19933425,GBR,73,lillies,lily,liliaceae,1,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":3061,""tag"":""Lillies"",""startTime"":1377080949359}]}",single,prominent,d1,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-46.231,19933425,GBR,63,fantasy,fantasy,,-1,,,,,,,,,1,0,4,,,,4,P,U,Very little detail around drawing of flower!,TRUE,"{""name1"":[{""ms"":4353,""tag"":""Fantasy"",""startTime"":1377079279502}],""comment"":[{""ms"":15483,""tag"":""Very little detail around drawing of flower!"",""startTime"":1377079285054}]}",multiple,non-prominent,d4,fantasy,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-44.747,19933425,GBR,35,unable,no flower name,,-1,,,,,,,,,1,0,4,,,,4,P,U,Not enough detail,TRUE,"{""name1"":[{""ms"":3433,""tag"":""Unable"",""startTime"":1377080702508}],""comment"":[{""ms"":5356,""tag"":""Not enough detail"",""startTime"":1377080705945}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-67.124,19933425,GBR,191,carnation,carnation,caryophyllaceae,3,,,,,,,,,1,1,4,,,,4,R,S,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=3041355&partId=1,TRUE,"{""name1"":[{""ms"":5252,""tag"":""Carnation"",""startTime"":1377078875727}],""comment"":[{""ms"":5884,""tag"":""http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=3041355&partId=1"",""startTime"":1377078898160}]}",multiple,non-prominent,d4,dianthus caryophyllus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-60.028,19933425,GBR,135,delphinium,delphinium,ranunculaceae,2,,,,,,,,,1,1,3,,,,3,,,,TRUE,"{""name1"":[{""ms"":5664,""tag"":""Delphinium"",""startTime"":1377080335053},{""ms"":434,""tag"":""Delphinium"",""startTime"":1377080341053},{""ms"":560,""tag"":""Delphinium"",""startTime"":1377080342943},{""ms"":1065,""tag"":""Delphinium"",""startTime"":1377080344259}],""name2"":[{""ms"":611,""tag"":""Scientific or common name"",""startTime"":1377080342331}],""comment"":[{""ms"":2563,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377080362910}]}",single,prominent,d1,delphinium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-BI-2741,19933425,GBR,99,rose,rose,rosaceae,1,rosa,rosa,rosaceae,2,,,,,2,2,4,,,,4,O,,None,TRUE,"{""name1"":[{""ms"":3993,""tag"":""Rose"",""startTime"":1377079218208}],""name2"":[{""ms"":4813,""tag"":""Rosa"",""startTime"":1377079222203}],""comment"":[{""ms"":5320,""tag"":""None"",""startTime"":1377079227019}]}",multiple,non-prominent,d4,rosa,rosa,rosa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.199,19933425,GBR,18,rose,rose,rosaceae,1,rosa,rosa,rosaceae,2,,,,,2,2,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":2087,""tag"":""Rose"",""startTime"":1377079807025}],""name2"":[{""ms"":3262,""tag"":""Rosa"",""startTime"":1377079809114}]}",multiple,prominent,d3,rosa,rosa,rosa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1906-2945,19933425,GBR,152,unable,no flower name,,-1,,,,,,,,,1,0,4,,,,4,S,D,do not recgnise,TRUE,"{""name1"":[{""ms"":4016,""tag"":""unable"",""startTime"":1377080511510}],""comment"":[{""ms"":6481,""tag"":""do not recgnise"",""startTime"":1377080515530}]}",single,non-prominent,d2,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1937-726,19933425,GBR,125,rose,rose,rosaceae,1,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":2797,""tag"":""Rose"",""startTime"":1377080646510}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-5124,19933425,GBR,54,fuscia,fuchsia,onagraceae,2,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":3451,""tag"":""Fuscia"",""startTime"":1377079994294}]}",single,non-prominent,d2,fuchsia,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-55.724,19933425,GBR,86,rose,rose,rosaceae,1,,,,,,,,,1,1,4,,,,4,O,,none,TRUE,"{""name1"":[{""ms"":2880,""tag"":""Rose"",""startTime"":1377079777557}],""comment"":[{""ms"":2818,""tag"":""none"",""startTime"":1377079780441}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1937-702,19933425,GBR,260,rose,rose,rosaceae,1,rosa,rosa,rosaceae,2,,,,,2,2,4,,,,4,D,M,Wikipedia used to find scientific name.,TRUE,"{""name1"":[{""ms"":6499,""tag"":""Rose"",""startTime"":1377077932629}],""comment"":[{""ms"":3495,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377077939131},{""ms"":52356,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377078045267},{""ms"":52363,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377078045267},{""ms"":4223,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377078120500},{""ms"":14054,""tag"":""Wikipedia used to find scientific name."",""startTime"":1377078128653}],""name2"":[{""ms"":5311,""tag"":""Rosa"",""startTime"":1377078039946}]}",single,non-prominent,d2,rosa,rosa,rosa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-47.657,19933425,GBR,118,rose,rose,rosaceae,1,rosa,rosa,rosaceae,2,,,,,2,2,4,,,,4,O,,None used,TRUE,"{""name1"":[{""ms"":3795,""tag"":""Rose "",""startTime"":1377078225457}],""name2"":[{""ms"":6575,""tag"":""Rosa"",""startTime"":1377078229253}],""comment"":[{""ms"":3845,""tag"":""None used"",""startTime"":1377078241365}]}",multiple,non-prominent,d4,rosa,rosa,rosa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4956,19933425,GBR,113,unable,no flower name,,-1,,,,,,,,,1,0,4,,,,4,P,U,Too little detail on flower.,TRUE,"{""name1"":[{""ms"":8640,""tag"":""Unable"",""startTime"":1377079551080}],""comment"":[{""ms"":10772,""tag"":""Too little detail on flower."",""startTime"":1377079560926}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1926-629,19933425,GBR,36,carnations,carnation,caryophyllaceae,3,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":4048,""tag"":""Carnations"",""startTime"":1377081166674}]}",multiple,non-prominent,d4,dianthus caryophyllus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-32.106,19933425,GBR,19,carnations,carnation,caryophyllaceae,3,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":5701,""tag"":""Carnations"",""startTime"":1377080669669}]}",single,non-prominent,d2,dianthus caryophyllus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1948-63,19933425,GBR,150,unable,no flower name,,-1,,,,,,,,,1,0,4,,,,4,P,U,Unable to recognise flower as the picture is very basic and does not have enough detail.,TRUE,"{""name1"":[{""ms"":3554,""tag"":""Unable"",""startTime"":1377078382814}],""comment"":[{""ms"":32251,""tag"":""Unable to recognise flower as the picture is very basic and does not have enough detail."",""startTime"":1377078387431}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-22.757,19933425,GBR,220,rose,rose,rosaceae,1,rosa,rosa,rosaceae,2,,,,,2,2,4,,,,4,O,,None,TRUE,"{""name1"":[{""ms"":5487,""tag"":""Rose"",""startTime"":1377079115718}],""name2"":[{""ms"":2379,""tag"":""Rosa"",""startTime"":1377079121207}],""name3"":[{""ms"":628,""tag"":""Scientific or common name"",""startTime"":1377079123587}],""comment"":[{""ms"":4034,""tag"":""None"",""startTime"":1377079124218}]}",multiple,non-prominent,d4,rosa,rosa,rosa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-65.126,19993774,GBR,55,roses,rose,rosaceae,1,,,,,,,,,1,1,,4,,,4,,,,TRUE,"{""name1"":[{""ms"":2449,""tag"":""Roses"",""startTime"":1377268357018}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-81.404,20011532,GBR,334,tulips,tulip,liliaceae,1,orchid,orchid,orchidaceae,0,unable,no flower name,,-1,3,2,0,,,,0,,,,TRUE,"{""name1"":[{""ms"":14084,""tag"":""tulips"",""startTime"":1377088759615}],""name2"":[{""ms"":13602,""tag"":""orchid"",""startTime"":1377088773702}],""name3"":[{""ms"":19066,""tag"":""unable"",""startTime"":1377088787308}],""comment"":[{""ms"":6493,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377088806377}]}",multiple,non-prominent,d4,tulipa,orchidaceae,orchidaceae,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1194,20011532,GBR,35,lilum,lilium,liliaceae,2,,,,,,,,,1,1,3,,,,3,,,,TRUE,"{""name1"":[{""ms"":19695,""tag"":""lilum"",""startTime"":1377089646365}]}",multiple,non-prominent,d4,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6885,20011532,GBR,90,cloves,cloves,myrtaceae,3,lilium,lilium,liliaceae,2,convallaria majalis,convallaria majalis,liliaceae,3,3,3,2,,,,2,,,,FALSE,"{""name1"":[{""ms"":2455,""tag"":""cloves"",""startTime"":1377090478153}],""name2"":[{""ms"":9833,""tag"":""lilium"",""startTime"":1377090480612},{""ms"":4563,""tag"":""lilium"",""startTime"":1377090494598}],""name3"":[{""ms"":2878,""tag"":""Convallaria majalis"",""startTime"":1377090499164}]}",multiple,prominent,d3,syzygium aromaticum,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-5121,20011532,GBR,57,asteraceae,asteraceae,asteraceae,0,,,,,,,,,1,1,1,,,,1,,,,TRUE,"{""name1"":[{""ms"":3087,""tag"":""Asteraceae"",""startTime"":1377089427613}]}",multiple,non-prominent,d4,asteraceae,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-44.737,20011532,GBR,21,unable,no flower name,,-1,,,,,,,,,1,0,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":6741,""tag"":""unable"",""startTime"":1377089751003}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-7457,20011532,GBR,59,fantasty,no flower name,,-1,,,,,,,,,1,0,0,,,,0,,,,TRUE,"{""name1"":[{""ms"":12068,""tag"":""fantasty"",""startTime"":1377088993535}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1895-A-18745,20011532,GBR,88,leucanthemum vulgare,leucanthemum vulgare,asteraceae,4,roses,rose,rosaceae,1,,,,,2,2,1,,,,1,,,,TRUE,"{""name1"":[{""ms"":1821,""tag"":""Leucanthemum vulgare"",""startTime"":1377089889623}],""name2"":[{""ms"":4568,""tag"":""roses"",""startTime"":1377089891448}]}",multiple,non-prominent,d4,leucanthemum vulgare,rosa,rosa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1991-597,20011532,GBR,102,pelargonium,pelargonium,geraniaceae,2,unable,no flower name,,-1,,,,,2,1,0,,,,0,,,,TRUE,"{""name1"":[{""ms"":6814,""tag"":""pelargonium"",""startTime"":1377088918129}],""name2"":[{""ms"":8282,""tag"":""unable"",""startTime"":1377088936064}]}",multiple,non-prominent,d4,pelargonium,no flower name,no flower name,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1936-793,20011532,GBR,127,roses,rose,rosaceae,1,tulipa,tulip,liliaceae,1,lilum,lilium,liliaceae,1,3,3,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":3845,""tag"":""roses"",""startTime"":1377089494117}],""name2"":[{""ms"":5275,""tag"":""tulip"",""startTime"":1377089497964},{""ms"":1913,""tag"":""tulipa"",""startTime"":1377089518836}],""name3"":[{""ms"":2401,""tag"":""Scientific or common name"",""startTime"":1377089503241},{""ms"":1193,""tag"":""Scientific or common name"",""startTime"":1377089517638},{""ms"":6710,""tag"":""lil"",""startTime"":1377089520751},{""ms"":4417,""tag"":""lilum"",""startTime"":1377089582541}]}",multiple,non-prominent,d4,rosa,tulipa,tulipa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1984-220,20011532,GBR,20,lilium,lilium,liliaceae,2,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":3797,""tag"":""lilium"",""startTime"":1377090541375}]}",multiple,non-prominent,d4,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-4315,20011532,GBR,39,unable,no flower name,,-1,,,,,,,,,1,0,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":4924,""tag"":""unable"",""startTime"":1377089623264}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1883-A-7298,20011532,GBR,16,lilium,lilium,liliaceae,2,,,,,,,,,1,1,3,,,,3,,,,TRUE,"{""name1"":[{""ms"":4364,""tag"":""lilium"",""startTime"":1377090388133}]}",single,prominent,d1,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-46.231,20011532,GBR,20,unable,no flower name,,-1,,,,,,,,,1,0,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":5570,""tag"":""unable"",""startTime"":1377090519390}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-44.747,20011532,GBR,35,unable,no flower name,,-1,,,,,,,,,1,0,3,,,,3,,,,TRUE,"{""name1"":[{""ms"":6964,""tag"":""unable"",""startTime"":1377090311847}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-67.124,20011532,GBR,128,carnation,carnation,caryophyllaceae,3,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":3286,""tag"":""carnation"",""startTime"":1377090023906}]}",multiple,non-prominent,d4,dianthus caryophyllus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-60.028,20011532,GBR,106,lilium,lilium,liliaceae,2,,,,,,,,,1,1,1,,,,1,,,,TRUE,"{""name1"":[{""ms"":8532,""tag"":""lilium"",""startTime"":1377090126727}]}",single,prominent,d1,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-BI-2741,20011532,GBR,109,roses,rose,rosaceae,1,lilium,lilium,liliaceae,2,leucanthemum vulgare,leucanthemum vulgare,asteraceae,1,3,3,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":3067,""tag"":""roses"",""startTime"":1377090578780}],""name2"":[{""ms"":2905,""tag"":""lilium"",""startTime"":1377090581850}],""name3"":[{""ms"":1698,""tag"":""Scientific or common name"",""startTime"":1377090584759},{""ms"":4767,""tag"":""Leucanthemum vulgare"",""startTime"":1377090653417}]}",multiple,non-prominent,d4,rosa,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.199,20011532,GBR,26,roses,rose,rosaceae,1,,,,,,,,,1,1,3,,,,3,,,,TRUE,"{""name1"":[{""ms"":5861,""tag"":""roses"",""startTime"":1377089366407}]}",multiple,prominent,d3,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1906-2945,20011532,GBR,113,unable,no flower name,,-1,,,,,,,,,1,0,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":5894,""tag"":""unable"",""startTime"":1377089270890}]}",single,non-prominent,d2,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1937-726,20011532,GBR,30,unable,no flower name,,-1,,,,,,,,,1,0,1,,,,1,,,,TRUE,"{""name1"":[{""ms"":5254,""tag"":""unable"",""startTime"":1377089076178}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-5124,20011532,GBR,52,lilium,lilium,liliaceae,2,convallaria majalis,convallaria majalis,liliaceae,4,,,,,2,2,3,,,,3,,,,TRUE,"{""name1"":[{""ms"":3205,""tag"":""lilium"",""startTime"":1377090346334},{""ms"":1066,""tag"":""lilium"",""startTime"":1377090368595}],""name2"":[{""ms"":4288,""tag"":""Convallaria majalis"",""startTime"":1377090369663}]}",single,non-prominent,d2,lilium,convallaria majalis,convallaria majalis,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-55.724,20011532,GBR,77,roses,rose,rosaceae,1,,,,,,,,,1,1,0,,,,0,,,,TRUE,"{""name1"":[{""ms"":4069,""tag"":""roses"",""startTime"":1377089155816}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1937-702,20011532,GBR,15,roses,rose,rosaceae,1,,,,,,,,,1,1,4,,,,4,,,,TRUE,"{""name1"":[{""ms"":3653,""tag"":""roses"",""startTime"":1377090405988}]}",single,non-prominent,d2,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-47.657,20011532,GBR,65,unable,no flower name,,-1,,,,,,,,,1,0,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":6101,""tag"":""unable"",""startTime"":1377089727883}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4956,20011532,GBR,143,unable,no flower name,,-1,,,,,,,,,1,0,1,,,,1,,,,TRUE,"{""name1"":[{""ms"":4982,""tag"":""unable"",""startTime"":1377090276480}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1926-629,20011532,GBR,23,fantasty,no flower name,,-1,,,,,,,,,1,0,1,,,,1,,,,TRUE,"{""name1"":[{""ms"":5765,""tag"":""fantasty"",""startTime"":1377089451709}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-32.106,20011532,GBR,21,fantasty,no flower name,,-1,,,,,,,,,1,0,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":4612,""tag"":""fantasty"",""startTime"":1377089295156}]}",single,non-prominent,d2,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1948-63,20011532,GBR,40,unable,no flower name,,-1,,,,,,,,,1,0,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":4914,""tag"":""unable"",""startTime"":1377089024712}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-22.757,20011532,GBR,40,lilia,lily,liliaceae,1,unable,no flower name,,-1,,,,,2,1,2,,,,2,,,,TRUE,"{""name1"":[{""ms"":3706,""tag"":""lilia"",""startTime"":1377089331792}],""name2"":[{""ms"":7236,""tag"":""unable"",""startTime"":1377089335502}]}",multiple,non-prominent,d4,lilium,no flower name,no flower name,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1911-4225,20011532,GBR,15,roses,rose,rosaceae,1,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":3652,""tag"":""roses"",""startTime"":1377185236456}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-52.147,20011532,GBR,23,lilium,lilium,liliaceae,2,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":4141,""tag"":""lilium"",""startTime"":1377184741000}]}",single,non-prominent,d2,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-BI-4288,20011532,GBR,31,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":4141,""tag"":""unable"",""startTime"":1377185136913}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-73.346,20011532,GBR,26,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":3897,""tag"":""unable"",""startTime"":1377185307154}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1906-3091,20011532,GBR,21,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":3829,""tag"":""unable"",""startTime"":1377185161664}]}",single,non-prominent,d2,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1964-3539,20011532,GBR,40,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":4204,""tag"":""unable"",""startTime"":1377167638349}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1887-A-11844,20011532,GBR,102,lilium,lilium,liliaceae,2,clove,no flower name,,-1,tulip,tulip,liliaceae,2,3,2,,2,2,2,2,,,,TRUE,"{""name1"":[{""ms"":3885,""tag"":""lilium"",""startTime"":1377184781711}],""name2"":[{""ms"":2786,""tag"":""Scientific or common name"",""startTime"":1377184785599},{""ms"":5526,""tag"":""clove"",""startTime"":1377184794181}],""name3"":[{""ms"":3876,""tag"":""tulip"",""startTime"":1377184846238}]}",multiple,non-prominent,d4,lilium,no flower name,no flower name,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6876,20011532,GBR,48,clove,no flower name,,-1,lily,lily,liliaceae,1,,,,,2,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":3449,""tag"":""clove"",""startTime"":1377185053435}],""name2"":[{""ms"":7450,""tag"":""lily"",""startTime"":1377185059533}]}",multiple,prominent,d3,no flower name,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1939-883,20011532,GBR,88,iris,iris,iridaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":4021,""tag"":""iris"",""startTime"":1377184936645}]}",single,prominent,d1,iris,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1903-A-23887,20011532,GBR,18,cloves,cloves,myrtaceae,3,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":5046,""tag"":""cloves"",""startTime"":1377185456465}]}",multiple,non-prominent,d4,syzygium aromaticum,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.573,20011532,GBR,14,roses,rose,rosaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":3604,""tag"":""roses"",""startTime"":1377167656261}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-2323,20011532,GBR,16,roses,rose,rosaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":4292,""tag"":""roses"",""startTime"":1377185102018}]}",single,non-prominent,d2,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-52.842,20011532,GBR,22,lilium,lilium,liliaceae,2,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":4597,""tag"":""lilium"",""startTime"":1377167736555}]}",multiple,non-prominent,d4,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769,20011532,GBR,231,clove,no flower name,,-1,,,,,,,,,1,0,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":3973,""tag"":""roses"",""startTime"":1377167405858},{""ms"":1309,""tag"":""roses"",""startTime"":1377167446927},{""ms"":4290,""tag"":""roses"",""startTime"":1377167448791},{""ms"":2398,""tag"":""Clove"",""startTime"":1377167455461}],""name2"":[{""ms"":868,""tag"":""Scientific or common name"",""startTime"":1377167457862}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6886,20011532,GBR,54,iris,iris,iridaceae,1,lily,lily,liliaceae,1,tulip,tulip,liliaceae,1,3,3,,4,2,1,2.333333333,,,,TRUE,"{""name1"":[{""ms"":3717,""tag"":""iris"",""startTime"":1377184967100}],""name2"":[{""ms"":2565,""tag"":""li"",""startTime"":1377184971658},{""ms"":3093,""tag"":""lily"",""startTime"":1377184982921}],""name3"":[{""ms"":1444,""tag"":""Scientific or common name"",""startTime"":1377184986018},{""ms"":4285,""tag"":""tulip"",""startTime"":1377184993233}]}",multiple,prominent,d3,iris,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-65.154,20011532,GBR,33,unable,no flower name,,-1,,,,,,,,,1,0,,0,,,0,,,,TRUE,"{""name1"":[{""ms"":6857,""tag"":""unable"",""startTime"":1377185214699}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1883-A-7286,20011532,GBR,40,fantasty,no flower name,,-1,,,,,,,,,1,0,,1,,,1,,,,TRUE,"{""name1"":[{""ms"":10366,""tag"":""fantasty"",""startTime"":1377185272150}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6880,20011532,GBR,32,cloves,cloves,myrtaceae,3,lilium,lilium,liliaceae,2,,,,,2,2,,2,2,,2,,,,TRUE,"{""name1"":[{""ms"":6276,""tag"":""cloves"",""startTime"":1377167677677}],""name2"":[{""ms"":5571,""tag"":""lilium"",""startTime"":1377167685011}]}",multiple,prominent,d3,syzygium aromaticum,lilium,lilium,,
