Channel,Image,WorkerID,Country,TotalTimeSeconds,name1,name1corrected,name1family,name1classification,name2,name2corrected,name2family,name2classification,name3,name3corrected,name3family,name3classification,nrAnnotations,nrFlowerAnnotations,ConfidenceSingle,Confidence1,Confidence2,Confidence3,AverageConfidence,ComCl,ComClD,Comment,ImageClicked,TagTiming,Dimension amount,Dimension prominence,Dimension,name1botanical,name2botanical,name3botanical,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-5124,19085348,GBR,859,lilium,lilium,liliaceae,2,lily of the valley ( convallaria majalis),convallaria majalis,asparagaceae,4,,,,,2,2,3,,,,3,D,I,There are 2 stems of lilies which symbolize purity.,TRUE,"{""name1"":[{""ms"":5847,""tag"":""Lillium"",""startTime"":1377091629259},{""ms"":5857,""tag"":""Lillium"",""startTime"":1377091629259},{""ms"":1817,""tag"":""Lilium"",""startTime"":1377091639893},{""ms"":1820,""tag"":""Lilium"",""startTime"":1377091639893},{""ms"":8,""tag"":""Lilium"",""startTime"":1377091656614}],""name2"":[{""ms"":9412,""tag"":""Lily of the Valley ( Convallaria majalis)"",""startTime"":1377091656623},{""ms"":9423,""tag"":""Lily of the Valley ( Convallaria majalis)"",""startTime"":1377091656623},{""ms"":8,""tag"":""Lily of the Valley ( Convallaria majalis)"",""startTime"":1377091717284}],""comment"":[{""ms"":40687,""tag"":""There are 2 stems of lilies which symbolize purity. "",""startTime"":1377091742950},{""ms"":40691,""tag"":""There are 2 stems of lilies which symbolize purity. "",""startTime"":1377091742950},{""ms"":4712,""tag"":""There are 2 stems of lilies which symbolize purity. "",""startTime"":1377091791379}]}",single,non-prominent,d2,lilium,convallaria majalis,convallaria majalis,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-73.346,19085348,GBR,210,peony,peony,paeoniaceae,1,,,,,,,,,1,1,,3,,,3,D,E,My grandmother has this plant.,TRUE,"{""name1"":[{""ms"":5231,""tag"":""Peony"",""startTime"":1377171095666}],""comment"":[{""ms"":19108,""tag"":""My grandmother has this plant."",""startTime"":1377171101594}]}",multiple,non-prominent,d4,paeonia,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1964-3539,19085348,GBR,56,unable,no flower name,,-1,,,,,,,,,1,0,,0,,,0,P,U,The flowers are not pictured very well.,TRUE,"{""name1"":[{""ms"":4862,""tag"":""unable"",""startTime"":1377172470139}],""comment"":[{""ms"":19827,""tag"":""The flowers are not pictured very well."",""startTime"":1377172476276}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.573,19085348,GBR,125,rose bush,rose,rosaceae,1,,,,,,,,,1,1,,1,,,1,S,D,"Looks like rose bush to me, but I'm not sure it is.",TRUE,"{""name1"":[{""ms"":5846,""tag"":""Scientific or common name"",""startTime"":1377169186300},{""ms"":9941,""tag"":""Unable"",""startTime"":1377169205212},{""ms"":4623,""tag"":""Rose Bush"",""startTime"":1377169256066}],""comment"":[{""ms"":5046,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377169215155},{""ms"":20745,""tag"":""Looks like rose bush to me, but I'm not sure it is."",""startTime"":1377169261658}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6882,19085348,GBR,102,lilies,lily,liliaceae,1,carnation flower,carnation,caryophyllaceae,3,,,,,2,2,,4,4,,4,D,C,I have already seen & researched a similar picture.,TRUE,"{""name1"":[{""ms"":3216,""tag"":""Lilies"",""startTime"":1377171165741}],""name2"":[{""ms"":5637,""tag"":""Carnation flower"",""startTime"":1377171169549}],""comment"":[{""ms"":20548,""tag"":""I have already seen & researched a similar picture."",""startTime"":1377171175589},{""ms"":20553,""tag"":""I have already seen & researched a similar picture."",""startTime"":1377171175589},{""ms"":7,""tag"":""I have already seen & researched a similar picture."",""startTime"":1377171227694}]}",multiple,prominent,d3,lilium,dianthus caryophyllus,dianthus caryophyllus,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-2323,19085348,GBR,257,rose,rose,rosaceae,1,,,,,,,,,1,1,,3,,,3,D,C,Looks like a rose.,TRUE,"{""name1"":[{""ms"":3030,""tag"":""Rose"",""startTime"":1377169348804}],""comment"":[{""ms"":9156,""tag"":""Looks like a rose."",""startTime"":1377169358562}]}",single,non-prominent,d2,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1887-A-11437,19085348,GBR,135,unable,no flower name,,-1,violets,violet,violaceae,1,rose,rose,rosaceae,#N/A,3,2,,0,1,0,0.333333333,D,E,"There flower blossom is drawn from above, so I am not sure what it is. Looks like violets or some type of small rose.",TRUE,"{""name1"":[{""ms"":3189,""tag"":""Unable"",""startTime"":1377171266730}],""comment"":[{""ms"":21859,""tag"":""There flower blossom is drawn from above "",""startTime"":1377171270457},{""ms"":21863,""tag"":""There flower blossom is drawn from above "",""startTime"":1377171270457},{""ms"":30645,""tag"":""There flower blossom is drawn from above, so I am not sure what it is. Looks like violets or some type of small rose"",""startTime"":1377171308922},{""ms"":3532,""tag"":""There flower blossom is drawn from above, so I am not sure what it is. Looks like violets or some type of small rose."",""startTime"":1377171347034}],""name2"":[{""ms"":3934,""tag"":""Violets"",""startTime"":1377171350567}],""name3"":[{""ms"":6204,""tag"":""Rose"",""startTime"":1377171355202}]}",multiple,non-prominent,d4,no flower name,viola,viola,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-320,19085348,GBR,109,lily,lily,liliaceae,1,,,,,,,,,1,1,,4,,,4,D,E,I've seen it before,TRUE,"{""name1"":[{""ms"":4928,""tag"":""Lily"",""startTime"":1377169058916}],""name2"":[{""ms"":7995,""tag"":""Scientific or common name"",""startTime"":1377169067139}],""comment"":[{""ms"":7516,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377169079299},{""ms"":8052,""tag"":""I've seen it before"",""startTime"":1377169144225}]}",single,non-prominent,d2,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4957,19085348,GBR,113,unable,no flower name,,-1,,,,,,,,,1,0,,0,,,0,P,U,"It's a very small drawing of the flower and it looks like a dead/ dried flower, so I can't figure what it is.",TRUE,"{""name1"":[{""ms"":6270,""tag"":""unable"",""startTime"":1377170827786}],""comment"":[{""ms"":22345,""tag"":""It's a very small drawing of the flower."",""startTime"":1377170840362},{""ms"":27788,""tag"":""It's a very small drawing of the flower and it looks like a dead/ dried flower, so I can't figure what it is."",""startTime"":1377170870567}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1418,19085348,GBR,873,iris,iris,iridaceae,1,,,,,,,,,1,1,,4,,,4,D,M,"We had this flower when I was a kid, I just googled the name.",TRUE,"{""name1"":[{""ms"":2888,""tag"":""Iris"",""startTime"":1377170636661},{""ms"":2900,""tag"":""Iris"",""startTime"":1377170636661},{""ms"":9,""tag"":""Iris"",""startTime"":1377170687661}],""comment"":[{""ms"":17090,""tag"":""We had this flower when I was a kid, I just googled the name."",""startTime"":1377170689570},{""ms"":17105,""tag"":""We had this flower when I was a kid, I just googled the name."",""startTime"":1377170689570},{""ms"":6,""tag"":""We had this flower when I was a kid, I just googled the name."",""startTime"":1377170720723}]}",multiple,non-prominent,d4,iris,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6884,19085348,GBR,358,lilies,lily,liliaceae,1,carnation flower,carnation,caryophyllaceae,3,,,,,2,2,,3,4,,3.5,D,C,I know these flowers,TRUE,"{""name1"":[{""ms"":6502,""tag"":""Lilies"",""startTime"":1377169672482}],""name2"":[{""ms"":5170,""tag"":""Carnation flower"",""startTime"":1377169679681}],""comment"":[{""ms"":15658,""tag"":""I know these flowers"",""startTime"":1377169692953},{""ms"":3365,""tag"":""I know these flowers"",""startTime"":1377169904653}]}",multiple,prominent,d3,lilium,dianthus caryophyllus,dianthus caryophyllus,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1948-55,19223932,GBR,370,roses,rose,rosaceae,1,,,,,,,,,1,1,,0,,,0,D,C,although these resemble roses they are somewhat indistinct,TRUE,"{""name1"":[{""ms"":4908,""tag"":""roses"",""startTime"":1377260509699}],""comment"":[{""ms"":108065,""tag"":""although these resemble roses they are somewhat indistinct"",""startTime"":1377260522850}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4967,19223932,GBR,161,tulips,tulip,liliaceae,1,,,,,,,,,1,1,,4,,,4,D,C,"easily recognisable, and mentioned in the text",TRUE,"{""name1"":[{""ms"":7053,""tag"":""tulips"",""startTime"":1377259483491}],""comment"":[{""ms"":42259,""tag"":""easily recognisable, and mentioned in the text"",""startTime"":1377259505051}]}",multiple,non-prominent,d4,tulipa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-23.488,19223932,GBR,211,unable,no flower name,,-1,,,,,,,,,1,0,,0,,,0,P,U,too little detail,TRUE,"{""name1"":[{""ms"":10913,""tag"":""unable"",""startTime"":1377261038731}],""comment"":[{""ms"":30724,""tag"":""too little detail"",""startTime"":1377261056632}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1890-A-15384,19223932,GBR,630,fantasy,fantasy,,-1,,,,,,,,,1,0,,2,,,2,P,U,"this looks like it contains numerous generic flowers in an artistic pattern, there are no images of actual or recognizable flowers",TRUE,"{""name1"":[{""ms"":10234,""tag"":""fantasy"",""startTime"":1377257566923}],""comment"":[{""ms"":119690,""tag"":""this looks like it contains numerous generic flowers in an artistic pattern, there are no images of actual or recognizable flowers"",""startTime"":1377257587992}]}",multiple,non-prominent,d4,fantasy,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1913-2319,19223932,GBR,733,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,P,U,the flower and leaf shape are common and without further details it is impossible to narrow down the options,TRUE,"{""name1"":[{""ms"":7361,""tag"":""unable"",""startTime"":1377258403044}],""comment"":[{""ms"":61099,""tag"":""the flower and leaf shape are common and without further details it is impossible to narrow down the options"",""startTime"":1377258421256}]}",multiple,prominent,d3,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1086,19223932,GBR,219,tulips,tulip,liliaceae,1,lillies,lily,liliaceae,1,,,,,2,2,,2,1,,1.5,D,C,"around the edge are tulips, central flower looks like some type of lilly",TRUE,"{""name1"":[{""ms"":14038,""tag"":""tulips"",""startTime"":1377261210920}],""name2"":[{""ms"":14543,""tag"":""lillies"",""startTime"":1377261225014}],""comment"":[{""ms"":76586,""tag"":""around the edge are tulips, central flower looks like some type of lilly"",""startTime"":1377261256149}]}",multiple,non-prominent,d4,tulipa,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-2003-216,19223932,GBR,298,unable,no flower name,,-1,,,,,,,,,1,0,,0,,,0,P,U,these could be almost anything as the drawing lacks detail,TRUE,"{""name1"":[{""ms"":5063,""tag"":""roses"",""startTime"":1377259780902},{""ms"":12368,""tag"":""unable"",""startTime"":1377259841499}],""comment"":[{""ms"":45089,""tag"":""these could be roses although the drawing lacks detail to be sure"",""startTime"":1377259788025},{""ms"":31548,""tag"":""these could be almost anything as the drawing lacks detail "",""startTime"":1377259853869}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1907-39,19223932,GBR,843,gladiolus,gladiolus,iridaceae,2,,,,,,,,,1,1,,1,,,1,R,S,https://www.google.co.uk/search?q=gladioli&source=lnms&tbm=isch&sa=X&ei=AU4XUtf7C_LP0AXPjYHYBg&ved=0CAcQ_AUoAQ&biw=1402&bih=832#facrc=_&imgdii=_&imgrc=b7EOEITpTjeqfM%3A%3BfUJbZxClOUQOxM%3Bhttp%253A%252F%252Fwww.mallorcahiking.com%252Fblog%252Fwp-content%252Fuploads%252F2011%252F04%252Fwild-gladioli_1.jpg%3Bhttp%253A%252F%252Fwww.mallorcahiking.com%252Fblog%252F2011%252F04%252Fwild-flowers-of-mallorca%252Fwild-gladioli_1%252F%3B950%3B713,TRUE,"{""name1"":[{""ms"":13176,""tag"":""gladiolus"",""startTime"":1377259270892}],""comment"":[{""ms"":9592,""tag"":""https://www.google.co.uk/search?q=gladioli&source=lnms&tbm=isch&sa=X&ei=AU4XUtf7C_LP0AXPjYHYBg&ved=0CAcQ_AUoAQ&biw=1402&bih=832#facrc=_&imgdii=_&imgrc=b7EOEITpTjeqfM%3A%3BfUJbZxClOUQOxM%3Bhttp%253A%252F%252Fwww.mallorcahiking.com%252Fblog%252Fwp-content%252Fuploads%252F2011%252F04%252Fwild-gladioli_1.jpg%3Bhttp%253A%252F%252Fwww.mallorcahiking.com%252Fblog%252F2011%252F04%252Fwild-flowers-of-mallorca%252Fwild-gladioli_1%252F%3B950%3B713"",""startTime"":1377259344227}]}",single,non-prominent,d2,gladiolus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X,19223932,GBR,328,blackberries,blackberry,rosaceae,3,,,,,,,,,1,1,,4,,,4,D,E,"ran up the garden, yep definately blackberries",TRUE,"{""name1"":[{""ms"":19325,""tag"":""blackberries"",""startTime"":1377260172466}],""comment"":[{""ms"":33090,""tag"":""ran up the garden, yep definately blackberries"",""startTime"":1377260197523}]}",single,prominent,d1,rubus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-1222,19223932,GBR,202,rose,rose,rosaceae,1,,,,,,,,,1,1,,0,,,0,D,C,these look like roses but somewhat indistinct,TRUE,"{""name1"":[{""ms"":7240,""tag"":""rose"",""startTime"":1377260790203}],""comment"":[{""ms"":44997,""tag"":""these look like roses but somewhat indistinct"",""startTime"":1377260804543}]}",single,non-prominent,d2,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-81.404,19367193,GBR,85,tulip,tulip,liliaceae,1,,,,,,,,,1,1,1,,,,1,,,,TRUE,"{""name1"":[{""ms"":3260,""tag"":""tulip"",""startTime"":1377088842236}],""name2"":[{""ms"":180,""tag"":""Scientific or common name"",""startTime"":1377088845499}],""name3"":[{""ms"":185,""tag"":""Scientific or common name"",""startTime"":1377088845680}],""comment"":[{""ms"":454,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377088845868}]}",multiple,non-prominent,d4,tulipa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1937-702,19367193,GBR,576,carnation,carnation,caryophyllaceae,3,,,,,,,,,1,1,0,,,,0,,,,TRUE,"{""name1"":[{""ms"":4550,""tag"":""carnation"",""startTime"":1377096798903}],""name2"":[{""ms"":202,""tag"":""Scientific or common name"",""startTime"":1377096803454}],""name3"":[{""ms"":179,""tag"":""Scientific or common name"",""startTime"":1377096803657}],""comment"":[{""ms"":338,""tag"":""Explanations, used sources, references, relevant links"",""startTime"":1377096803838}]}",single,non-prominent,d2,dianthus caryophyllus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1911-4225,19450498,GBR,49,rose,rose,rosaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":11385,""tag"":""rose"",""startTime"":1377186005879}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-BI-4288,19450498,GBR,114,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,S,D,"only thing i could identify was the wheat, not familiar with the fruit like flower and wouldn't know how to start identifying it",TRUE,"{""name1"":[{""ms"":5790,""tag"":""unable"",""startTime"":1377185875220}],""comment"":[{""ms"":27938,""tag"":""only thing i could identify was the wheat, not familiar with the fruit like flower and wouldn't know how to start identifying it"",""startTime"":1377185881015}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-73.346,19450498,GBR,58,rose,rose,rosaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":3433,""tag"":""rose"",""startTime"":1377186078341}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1903-A-23887,19450498,GBR,63,carnation,carnation,caryophyllaceae,3,,,,,,,,,1,1,,1,,,1,,,,TRUE,"{""name1"":[{""ms"":3366,""tag"":""carnation"",""startTime"":1377186346099}]}",multiple,non-prominent,d4,dianthus caryophyllus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-52.842,19450498,GBR,35,lily,lily,liliaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":2684,""tag"":""lily"",""startTime"":1377186289588}]}",multiple,non-prominent,d4,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6886,19450498,GBR,94,poppy,poppy,papaveraceae,0,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":3687,""tag"":""poppy"",""startTime"":1377186449223}]}",multiple,prominent,d3,papaveraceae,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-65.154,19450498,GBR,41,chrysanthenum,chrysanthemum,asteraceae,2,rose,rose,rosaceae,1,,,,,2,2,,2,2,,2,,,,TRUE,"{""name1"":[{""ms"":6120,""tag"":""chrysanthenum"",""startTime"":1377185956273}],""name2"":[{""ms"":2691,""tag"":""rose"",""startTime"":1377185963327}]}",multiple,non-prominent,d4,chrysanthemum,rosa,rosa,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1883-A-7286,19450498,GBR,459,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,S,D,"don't know the name of this flower, lack of colouring makes it difficult to identify",TRUE,"{""name1"":[{""ms"":4619,""tag"":""unable "",""startTime"":1377185624140}],""comment"":[{""ms"":25786,""tag"":""don't know the name of this flower, lack of colouring makes it difficult to identify"",""startTime"":1377185636862}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6880,19450498,GBR,143,carnation,carnation,caryophyllaceae,3,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":4539,""tag"":""carnation"",""startTime"":1377185790992}]}",multiple,prominent,d3,dianthus caryophyllus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6884,19450498,GBR,120,marigold,marigold,asteraceae,1,lily,lily,liliaceae,1,fuchsia,fuchsia,onagraceae,1,3,3,,2,3,2,2.333333333,,,,TRUE,"{""name1"":[{""ms"":5080,""tag"":""marigold"",""startTime"":1377186564584}],""name2"":[{""ms"":2343,""tag"":""lily"",""startTime"":1377186570507}],""name3"":[{""ms"":5021,""tag"":""fuchsia"",""startTime"":1377186573474}]}",multiple,prominent,d3,tagetes,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-50.105,19450498,GBR,168,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,S,D,unable to identify this flower as not known to me,TRUE,"{""name1"":[{""ms"":3472,""tag"":""unable"",""startTime"":1377186235045}],""comment"":[{""ms"":11468,""tag"":""unable to identify this flower as not known to me"",""startTime"":1377186244794}]}",single,prominent,d1,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6881,19450498,GBR,443,snowdrop,snowdrop,amaryllidaceae,1,lily,lily,liliaceae,1,,,,,2,2,,2,3,,2.5,,,,TRUE,"{""name1"":[{""ms"":2481,""tag"":""snowdrop"",""startTime"":1377269431130}],""name2"":[{""ms"":2834,""tag"":""lily"",""startTime"":1377269437087}]}",multiple,prominent,d3,galanthus,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.151,19450498,GBR,103,hyacinth,hyacinth,asparagaceae,1,,,,,,,,,1,1,,4,,,4,,,,TRUE,"{""name1"":[{""ms"":4185,""tag"":""hyacinth"",""startTime"":1377269835037}]}",single,non-prominent,d2,hyacinthus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-48.926,19450498,GBR,311,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,S,D,don't recognise these flowers sorry,TRUE,"{""name1"":[{""ms"":2819,""tag"":""unable"",""startTime"":1377270201785}],""comment"":[{""ms"":13073,""tag"":""don't recognise these flowers sorry"",""startTime"":1377270208002}]}",multiple,non-prominent,d4,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-50.104,19450498,GBR,91,iris,iris,iridaceae,1,,,,,,,,,1,1,,4,,,4,,,,TRUE,"{""name1"":[{""ms"":2752,""tag"":""iris"",""startTime"":1377269687788}]}",single,prominent,d1,iris,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-23.488,19450498,GBR,153,rose,rose,rosaceae,1,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":3557,""tag"":""rose"",""startTime"":1377269592739}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6587,19450498,GBR,61,unable,no flower name,,-1,,,,,,,,,1,0,,3,,,3,P,U,"not enough detail in picture, nor knowledge to be able to say with any certainty",TRUE,"{""name1"":[{""ms"":2868,""tag"":""unable"",""startTime"":1377269883558}],""comment"":[{""ms"":16706,""tag"":""not enough detail in picture, nor knowledge to be able to say with any certainty"",""startTime"":1377269890171}]}",single,non-prominent,d2,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1906-1284,19450498,GBR,35,mistletoe,mistletoe,santalaceae,0,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":7074,""tag"":""mistletoe"",""startTime"":1377270335984}]}",single,non-prominent,d2,santalaceae,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1086,19450498,GBR,24,tulip,tulip,liliaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":3172,""tag"":""tulip"",""startTime"":1377270241435}]}",multiple,non-prominent,d4,tulipa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1907-4586,19450498,GBR,37,rose,rose,rosaceae,1,,,,,,,,,1,1,,2,,,2,,,,TRUE,"{""name1"":[{""ms"":2673,""tag"":""rose"",""startTime"":1377269729212}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X,19450498,GBR,40,rose,rose,rosaceae,1,,,,,,,,,1,1,,3,,,3,,,,TRUE,"{""name1"":[{""ms"":2411,""tag"":""rose"",""startTime"":1377270301600}]}",single,prominent,d1,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-16.068,19450498,GBR,59,peony,peony,paeoniaceae,1,,,,,,,,,1,1,,1,,,1,,,,TRUE,"{""name1"":[{""ms"":5080,""tag"":""peony"",""startTime"":1377270399640}]}",multiple,non-prominent,d4,paeonia,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1961-491,19450498,GBR,30,rose,rose,rosaceae,1,,,,,,,,,1,1,,4,,,4,,,,FALSE,"{""name1"":[{""ms"":4197,""tag"":""rose"",""startTime"":1377270433513}]}",multiple,non-prominent,d4,rosa,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1903-A-24091,19450498,GBR,13,sunflower,sunflower,asteraceae,1,,,,,,,,,1,1,,4,,,4,,,,FALSE,"{""name1"":[{""ms"":3687,""tag"":""sunflower"",""startTime"":1377270257427}]}",single,prominent,d1,helianthus,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4920,19450498,GBR,269,lily,lily,liliaceae,1,,,,,,,,,1,1,,0,,,0,,,,TRUE,"{""name1"":[{""ms"":4632,""tag"":""unable"",""startTime"":1377270736426},{""ms"":11093,""tag"":""lily"",""startTime"":1377270759582}]}",multiple,non-prominent,d4,lilium,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-H-H-1161,19450498,GBR,52,unable,no flower name,,-1,,,,,,,,,1,0,,2,,,2,S,D,don't recognise this foliage sorry,TRUE,"{""name1"":[{""ms"":5267,""tag"":""unable"",""startTime"":1377270468806}],""comment"":[{""ms"":20262,""tag"":""don't recognise this foliage sorry"",""startTime"":1377270477567}]}",single,non-prominent,d2,no flower name,,,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879,19450498,GBR,48,sunflower,sunflower,asteraceae,1,lily,lily,liliaceae,1,,,,,2,2,,2,3,,2.5,,,,TRUE,"{""name1"":[{""ms"":5649,""tag"":""sunflower"",""startTime"":1377270805888}],""name2"":[{""ms"":3694,""tag"":""lily"",""startTime"":1377270812928}]}",multiple,non-prominent,d4,helianthus,lilium,lilium,,
vivatic,https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1895-A-18745,19558772,GBR,271,rose,rose,rosaceae,1,daisy,daisy,asteraceae,3,,,,,2,2,1,,,,1,P,U,"Flowers in the image above are quite abstract and painted with black pencil, therefore it is hard to determine what type of flowers they are.",TRUE,"{""name1"":[{""ms"":2534,""tag"":""rose"",""startTime"":1377117579450}],""name2"":[{""ms"":8822,""tag"":""daisy"",""startTime"":1377117581990}],""comment"":[{""ms"":24610,""tag"":""Flowers in the image above are painted but not colored"",""startTime"":1377117635629},{""ms"":14278,""tag"":""Flowers in the image above are painted with black pencil and therefore it is hard to det"",""startTime"":1377117669776},{""ms"":36390,""tag"":""Flowers in the image above are quite abstract and painted with black pencil, therefore it is hard to determine what they are, however in my opinion they assemble rose and daisy."",""startTime"":1377117694585},{""ms"":27244,""tag"":""Flowers in the image above are quite abstract and painted with black pencil, therefore it is hard to determine what type of flowers they are. "",""startTime"":1377117759249}]}",multiple,non-prominent,d4,rosa,bellis perennis,bellis perennis,,
